project, defectid,file-count,line-count,relevant-test-count,triggering-test-count,statement-level-coverage,time-to-fix,versions,priority,dependents,defect-type (bug vs feature-request),defect-type (defect vs regression),Human patch changes data structures or types?,Human patch changes method signature?,Human patch changes arguments to a function?,Human patch added 1 or more function calls?,Human patch changes conditional?,Human patch adds new variables?,Human patch adds 1 or more if-statements?,Human patch adds 1 or more loops?,Human patch adds a whole new function?,Linked,issue-report-link,GenProgJava,KaliJava,Nopol,AllJava,GenProgJava patch-quality,KaliJava patch-quality,Nopol patch-quality
Closure,112,1,9,26,2,98.2,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,113,1,1,13,1,98.2,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,114,1,1,3,1,88.1,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,115,1,11,9,7,96.6,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,116,1,12,9,8,96.5,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,117,1,24,181,1,93.8,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,118,1,3,181,2,90.8,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,119,1,1,19,1,87.9,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,120,1,3,182,1,95.4,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,121,1,3,7,1,98,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,122,1,2,173,3,93.5,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,123,1,1,148,1,96.1,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,124,1,2,5,1,100,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,125,1,1,180,1,92.6,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,126,1,4,5,2,95,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,127,1,10,7,6,93.5,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,128,1,4,140,1,96,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,129,1,3,163,1,84.8,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,130,1,1,5,1,98.5,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,131,1,2,61,2,53.2,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,132,1,3,7,1,98.8,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Closure,133,1,1,74,1,94,TBD,TBD,TBD,TBD,TBD,defect,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,yes,TBD,TBD,TBD,TBD,TBD,,,
Lang,1,1,11,4,1,98.1,368.4347222,1,3,0,bug,defect,1,0,0,0,1,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-747,0,0,0,0,,,
Lang,2,1,3,1,1,100,73.01805556,2,3,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-879,0,0,0,0,,,
Lang,3,1,4,4,1,98.1,767.0638889,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-693,0,0,0,0,,,
Lang,4,1,4,4,1,100,25.56805556,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-882,0,0,0,0,,,
Lang,5,1,43,1,1,100,0.1951388889,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-865,0,0,0,0,,,
Lang,6,1,1,9,1,93.3,0.3409722222,1,2,0,bug,defect,0,0,1,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-857,0,0,0,0,,,
Lang,7,1,6,4,1,97.6,59.66388889,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-822,0,0,0,0,,,
Lang,8,1,3,8,2,93.1,20.79861111,1,3,0,bug,defect,1,0,0,0,0,1,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-818,0,0,0,0,,,
Lang,9,1,3,8,2,93.3,0.0200231482,1,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-832,0,0,0,0,,,
Lang,10,1,9,8,2,92.4,0.010162037,1,3,0,bug,defect,0,0,0,0,0,1,1,0,0,yes,https://issues.apache.org/jira/browse/LANG-831,0,0,0,0,,,
Lang,11,1,4,1,1,98.2,0.0209027778,4,2,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-807,0,0,0,0,,,
Lang,12,1,7,1,2,94.1,0.0138888889,5,5,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-805,0,0,0,0,,,
Lang,13,1,19,12,1,88.7,18.08541667,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-788,0,0,0,0,,,
Lang,14,1,3,24,1,97.6,2.917361111,1,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-786,0,0,0,0,,,
Lang,15,1,4,1,2,67.1,0.0165277778,2,3,1,bug,defect,0,0,0,0,1,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-775,0,0,0,0,,,
Lang,16,1,1,4,1,95.7,0.0010300926,3,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-746,0,0,0,0,,,
Lang,17,1,9,8,1,93.9,0.2256944444,2,3,0,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-720,0,0,0,0,,,
Lang,18,1,3,5,1,80.7,0.0009375,1,3,1,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-719,0,0,0,0,,,
Lang,19,1,9,3,2,100,4.467361111,1,2,0,bug,defect,0,0,0,0,1,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-710,0,0,0,0,,,
Lang,20,1,2,18,2,97.3,26.64027778,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-703,0,0,0,0,,,
Lang,21,1,1,4,1,95.8,0.5930555556,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-677,0,0,0,0,,,
Lang,22,1,7,1,2,98.9,41.24236111,1,2,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-662,0,0,0,0,,,
Lang,23,1,31,1,1,82.2,173.5645833,1,3,0,bug,defect,1,0,0,0,0,0,0,0,1,yes,https://issues.apache.org/jira/browse/LANG-636,0,0,0,0,,,
Lang,24,1,1,4,1,97.9,25.06041667,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-664,0,0,0,0,,,
Lang,25,1,27,3,1,100,0.0972222222,1,3,1,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-658,0,0,0,0,,,
Lang,26,1,1,5,1,73.2,18.66527778,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-645,0,0,0,0,,,
Lang,27,1,4,4,1,97.9,0.7375,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-638,0,0,0,0,,,
Lang,28,1,6,2,1,100,156.5736111,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-617,0,0,0,0,,,
Lang,29,1,1,25,1,94.3,249.8069444,2,3,0,bug,defect,0,1,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-624,0,0,0,0,,,
Lang,30,1,43,19,10,98,NA,NA,NA,NA,bug,defect,1,1,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-607,0,0,0,0,,,
Lang,31,1,8,19,2,98,NA,NA,NA,NA,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-607,0,0,0,0,,,
Lang,32,1,22,2,1,92.3,0.0472222222,1,3,0,bug,defect,1,0,0,0,1,0,0,0,1,yes,https://issues.apache.org/jira/browse/LANG-586,0,0,0,0,,,
Lang,33,1,1,13,1,95.5,0.0029050926,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-587,0,0,0,0,,,
Lang,34,1,2,11,27,90.1,0.0472222222,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-586,0,0,0,0,,,
Lang,35,1,2,24,1,96.6,29.33402778,1,3,1,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-571,0,0,0,0,,,
Lang,36,1,9,4,2,98.1,139.4069444,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-521,0,0,0,0,,,
Lang,37,1,8,20,1,100,1.490972222,1,3,0,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-567,0,0,0,0,,,
Lang,38,1,1,4,1,72.7,61.55347222,2,3,1,bug,defect,0,0,0,1,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-538,0,0,0,0,,,
Lang,39,1,3,19,1,97.8,34.79861111,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-552,0,0,1,1,,,incorrect
Lang,40,1,8,19,1,99.1,544.5722222,2,3,0,bug,defect,1,0,0,0,0,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-432,0,0,0,0,,,
Lang,41,1,21,12,2,95.3,22.48402778,2,2,0,bug,defect,1,0,0,0,1,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-535,0,0,0,0,,,
Lang,42,1,7,3,1,97.1,40.1375,2,2,0,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-480,0,0,0,0,,,
Lang,43,1,1,1,1,77.2,0.5013888889,2,3,1,bug,defect,0,0,0,1,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-477,0,0,0,0,,,
Lang,44,1,3,1,1,97.9,57.85555556,1,3,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-457,0,0,1,1,,,correct
Lang,45,1,3,2,1,100,45.50833333,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-419,0,0,0,0,,,
Lang,46,1,10,2,1,83.3,0.0175578704,2,5,2,bug,defect,0,1,1,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-421,0,0,1,1,,,incorrect
Lang,47,1,6,4,2,99.4,0.05625,2,3,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-412,0,0,0,0,,,
Lang,48,1,4,5,1,82.4,9.717361111,2,2,3,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-393,0,0,0,0,,,
Lang,49,1,3,1,1,99.2,0.0067708333,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-380,0,0,0,0,,,
Lang,50,1,10,3,2,72,0.5875,1,3,0,bug,defect,0,0,0,1,1,0,1,0,0,yes,https://issues.apache.org/jira/browse/LANG-368,0,0,0,0,,,
Lang,51,1,1,10,1,100,0.4229166667,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-365,0,0,1,1,,,incorrect
Lang,52,1,4,2,1,82.3,2.955555556,2,2,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-363,0,0,0,0,,,
Lang,53,1,2,2,1,97.1,33.17916667,3,3,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-346,0,0,1,1,,,incorrect
Lang,54,1,3,1,1,100,15.02638889,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-328,0,0,0,0,,,
Lang,55,1,2,1,1,98.2,0.3729166667,4,3,0,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-315,0,0,1,1,,,correct
Lang,56,1,6,3,1,63.4,4.091666667,2,3,0,feature-request,defect,1,0,0,0,0,0,0,0,1,yes,https://issues.apache.org/jira/browse/LANG-303,0,0,0,0,,,
Lang,57,1,1,1,11,7.9,0.0020023148,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-304,0,0,0,0,,,
Lang,58,1,2,10,1,98.6,0.16875,2,3,1,bug,defect,0,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-300,0,0,1,1,,,correct
Lang,59,1,1,4,1,99.5,1.442361111,2,3,0,bug,defect,0,0,1,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-299,0,0,0,0,,,
Lang,60,1,2,4,1,99.5,0.03125,1,3,1,bug,defect,0,0,0,0,0,0,0,1,0,yes,https://issues.apache.org/jira/browse/LANG-295,0,0,0,0,,,
Lang,61,1,1,4,2,99.5,0.4638888889,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-294,0,0,0,0,,,
Lang,62,1,8,3,1,99.2,0.8256944444,1,2,0,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-292,0,0,0,0,,,
Lang,63,1,20,2,1,93.8,1.313194444,3,3,0,bug,defect,1,0,0,1,0,1,1,0,1,yes,https://issues.apache.org/jira/browse/LANG-281,0,0,0,0,,,
Lang,64,1,21,4,1,100,88.04930556,2,3,1,bug,defect,0,0,0,0,1,0,0,0,1,yes,https://issues.apache.org/jira/browse/LANG-259,0,0,0,0,,,
Lang,65,1,30,2,1,96.8,267.9118056,2,3,1,bug,defect,1,0,0,0,1,0,0,0,0,yes,https://issues.apache.org/jira/browse/LANG-59,0,0,0,0,,,
Math,1,2,6,21,2,95.8,68.09861111,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-996,0,0,0,0,,,
Math,2,1,1,1,1,97,19.89930556,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-1021,1,1,0,1,incorrect,incorrect,
Math,3,1,3,152,1,85.7,0.0777777778,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-1005,0,0,0,0,,,
Math,4,2,6,4,2,100,0.7569444444,4,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-988,0,0,0,0,,,
Math,5,1,1,10,1,95.6,0.0013888889,2,2,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-934,1,0,0,1,correct,,
Math,6,7,17,21,28,93.1,4.726388889,2,3,0,bug,defect,0,0,1,1,1,1,0,0,0,,https://issues.apache.org/jira/browse/MATH-949,0,0,0,0,,,
Math,7,1,11,30,1,96.9,0.0407638889,2,4,0,bug,defect,0,0,0,1,0,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-950,0,0,0,0,,,
Math,8,1,2,2,1,86.8,0.8729166667,1,3,0,bug,defect,0,1,0,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-942,1,1,0,1,incorrect,incorrect,
Math,9,1,2,4,1,82.6,0.0208333333,2,3,0,bug,defect,0,0,1,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-938,0,0,0,0,,,
Math,10,1,1,31,1,100,0.0117708333,2,2,0,bug,defect,0,0,0,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-935,0,0,0,0,,,
Math,11,1,1,2,1,82.5,0.024224537,2,4,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-929,0,0,0,0,,,
Math,12,1,4,50,3,39.6,9.267361111,2,4,0,bug,defect,0,1,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-927,0,0,0,0,,,
Math,13,1,9,8,1,75.6,17.69583333,1,4,0,feature-request,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-924,0,0,0,0,,,
Math,14,2,13,9,1,89.8,17.69583333,1,4,0,feature-request,defect,0,0,0,1,1,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-924,0,0,0,0,,,
Math,15,1,2,263,1,97.8,6.091666667,2,3,1,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-904,0,0,0,0,,,
Math,16,1,21,263,2,97.8,5.688194444,2,3,1,bug,defect,0,0,0,1,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-905,0,0,0,0,,,
Math,17,1,4,6,1,90.8,194.4284722,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-778,0,0,0,0,,,
Math,18,1,6,1,1,89.9,9.719444444,1,3,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-867,0,0,0,0,,,
Math,19,1,13,1,1,89.7,2.5375,2,3,0,bug,defect,0,0,0,0,1,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-865,0,0,0,0,,,
Math,20,1,2,1,1,89.7,2.60625,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-864,0,0,0,0,,,
Math,21,1,14,2,2,96.2,127.1881944,2,3,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-789,0,0,0,0,,,
Math,22,2,2,8,2,97.6,899.1625,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-859,0,0,0,0,,,
Math,23,1,9,3,1,94.7,2.604166667,2,3,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-855,0,0,0,0,,,
Math,24,1,2,3,1,90.4,2.604166667,2,3,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-855,0,0,0,0,,,
Math,25,1,3,1,1,98.9,3.9875,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-844,0,0,0,0,,,
Math,26,1,2,12,1,97.6,3.974305556,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-836,0,0,0,0,,,
Math,27,1,1,12,1,97.6,1.077083333,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-835,0,0,0,0,,,
Math,28,1,4,1,1,100,16.22569444,2,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-828,1,1,0,1,incorrect,incorrect,
Math,29,1,16,2,3,94.4,620.8798611,2,3,0,bug,defect,0,0,0,0,1,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-803,0,0,0,0,,,
Math,30,1,1,1,1,91.2,0.0416666667,2,2,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-790,0,0,0,0,,,
Math,31,1,61,31,2,85.7,169.8016319,3,3,1,bug,defect,1,0,0,0,1,1,1,1,0,,https://issues.apache.org/jira/browse/MATH-718,0,0,0,0,,,
Math,32,1,1,2,1,72.8,23.03125,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-780,0,1,1,1,,incorrect,incorrect
Math,33,1,1,2,1,96.3,11.47013889,2,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-781,0,0,1,1,,,incorrect
Math,34,1,1,7,1,82.6,1.128472222,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-779,0,0,0,0,,,
Math,35,1,2,5,4,100,0.0416666667,2,3,0,bug,defect,1,0,0,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-776,0,0,0,0,,,
Math,36,1,12,9,2,94.6,1.888888889,2,3,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-744,0,0,0,0,,,
Math,37,1,14,9,4,94.4,0.0104166667,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-722,0,0,0,0,,,
Math,38,1,4,1,1,87.7,53.88194444,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-728,0,0,0,0,,,
Math,39,1,9,15,1,100,0.0137731482,5,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-727,0,0,0,0,,,
Math,40,1,8,11,1,99.2,0.5756944444,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-716,1,1,1,1,incorrect,incorrect,incorrect
Math,41,1,1,26,1,91.1,21.30347222,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-704,0,0,0,0,,,
Math,42,1,3,2,1,96.3,0.125,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-713,0,0,1,1,,,incorrect
Math,43,1,3,11,6,79,0.2083333333,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-691,0,0,0,0,,,
Math,44,1,7,29,1,96.5,0.6784722222,2,3,0,bug,defect,0,0,0,0,0,1,0,1,0,,https://issues.apache.org/jira/browse/MATH-695,0,0,0,0,,,
Math,45,1,5,33,1,81.2,7.597222222,2,2,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-679,0,0,0,0,,,
Math,46,1,2,9,2,93.9,29.94166667,1,2,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-657,0,0,0,0,,,
Math,47,1,5,9,2,93.8,29.94166667,1,2,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-657,0,0,0,0,,,
Math,48,1,3,6,1,95.9,46.51736111,1,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-631,0,0,0,0,,,
Math,49,1,4,2,1,84.9,20.19097222,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-645,1,1,1,1,incorrect,incorrect,incorrect
Math,50,1,4,6,1,96,46.51736111,1,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-631,1,1,1,1,correct,correct,correct
Math,51,1,9,6,1,97.2,46.51736111,1,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-631,0,0,0,0,,,
Math,52,1,4,3,1,100,4.036805556,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-639,0,0,0,0,,,
Math,53,1,3,9,1,96.1,0.40625,5,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-618,1,0,0,1,correct,,
Math,54,1,7,4,1,90.2,0.0798611111,2,2,0,bug,defect,1,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-567,0,0,0,0,,,
Math,55,1,18,5,1,93,0.0134027778,2,3,0,bug,defect,1,0,1,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-554,0,0,0,0,,,
Math,56,1,7,1,1,86.7,0.4830439815,2,2,0,bug,defect,0,0,0,0,0,1,0,1,0,,https://issues.apache.org/jira/browse/MATH-552,0,0,0,0,,,
Math,57,1,1,1,1,96.7,4.336805556,2,2,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-546,0,0,1,1,,,incorrect
Math,58,1,1,1,1,65.2,3.801388889,2,3,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-519,0,0,1,1,,,incorrect
Math,59,1,1,183,1,87,0.0063541667,4,3,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-482,0,0,0,0,,,
Math,60,1,10,2,1,82.6,91.03819444,2,2,0,bug,defect,1,0,0,0,1,0,1,0,0,,https://issues.apache.org/jira/browse/MATH-414,0,0,0,0,,,
Math,61,1,2,1,1,87.5,205.2471644,1,2,0,bug,defect,0,1,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-349,0,0,0,0,,,
Math,62,1,4,1,1,66.7,531.89375,1,3,3,bug,defect,1,0,1,1,0,1,0,0,0,,https://issues.apache.org/jira/browse/MATH-413,0,0,0,0,,,
Math,63,1,1,65,1,91.2,117.09375,1,2,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-370,0,0,0,0,,,
